user_id,total_spent,total_products_bought
159,267.4799995422363,2
160,190.4900016784668,3
161,398.419997215271,4
162,68.69000244140625,1
166,19.989999771118164,1
167,42.38000011444092,2
168,25.0,1
169,12.989999771118164,1
170,151.81999969482422,4
171,15.0,1
172,25.0,1
173,176.94999933242798,6
174,24.929999351501465,2
175,200.99000549316406,2
177,213.47999572753906,3
178,59.9900016784668,1
179,36.9900016784668,1
181,105.35000228881836,2
184,40.0,1
185,68.9000015258789,2
186,12.949999809265137,1
187,224.44000244140625,4
189,50.0,1
190,24.949999809265137,2
191,117.9900016784668,3
192,436.0,3
193,116.98999786376952,1
194,54.950000762939446,1
197,127.15000152587892,1
198,119.48999977111816,2
199,51.950000762939446,1
201,100.0,1
203,303.8300018310547,5
204,32.560001373291016,1
205,389.0,2
206,276.5,3
207,30.800000190734863,2
208,156.43000030517578,2
209,54.94000053405761,2
210,9.760000228881838,1
211,244.07999992370605,7
212,170.80999755859375,4
213,130.97000122070312,5
214,65.5999984741211,1
215,30.979999542236328,2
217,34.9900016784668,1
218,82.77000045776367,2
219,49.900001525878906,1
220,289.92000007629395,4
222,114.12000274658205,1
224,143.49000549316406,1
225,52.0,1
226,115.93000221252441,4
227,216.24000549316406,2
228,82.08000183105469,3
229,37.989999771118164,3
231,21.979999780654907,2
232,224.89999961853027,2
233,62.0,1
234,124.5,2
235,113.78000259399414,3
236,196.45999908447266,3
237,64.0,1
238,74.19999885559082,2
241,84.9900016784668,2
242,39.950000762939446,1
243,256.9300060272217,4
244,442.0,3
245,147.3600025177002,4
247,230.0,1
250,39.959999084472656,2
251,90.68000030517578,1
252,49.5,1
255,18.64999961853028,1
256,137.07999992370605,2
257,176.93000030517578,4
258,34.0,1
259,64.5,1
260,13.989999771118164,1
262,94.94000244140625,2
263,22.989999771118164,1
264,55.4900016784668,1
265,14.989999771118164,1
266,204.8900032043457,3
267,63.95000076293945,2
268,189.0,1
269,119.0399980545044,3
270,72.48999786376953,1
271,51.0,1
272,97.67999982833862,3
273,48.35000038146973,2
274,141.4000015258789,2
275,102.5,1
277,15.4399995803833,1
278,50.0,1
279,412.7700004577637,2
280,112.0,2
282,99.93999862670898,2
283,323.8999996185303,5
284,148.0,1
285,142.30000019073486,4
286,120.0,2
287,224.88999938964844,3
288,190.9700002670288,3
290,35.7400016784668,1
291,40.950000762939446,1
293,79.4900016784668,2
294,128.0,1
296,36.5,1
297,49.9900016784668,1
299,85.17999935150146,3
300,388.69000339508057,6
301,35.88999938964844,2
303,92.9299964904785,2
304,14.989999771118164,1
305,93.97000026702881,3
308,96.21000146865845,4
309,23.6899995803833,2
310,69.5,1
311,39.97999954223633,1
312,70.0,2
313,186.0,5
314,426.96999740600586,3
316,519.7399978637695,2
317,37.19999980926514,2
318,63.0,2
320,99.5,1
321,28.0,1
322,29.989999771118164,1
323,51.9900016784668,1
324,286.9900016784668,4
325,258.92000102996826,4
326,76.0,1
327,47.16999816894531,1
328,363.850004196167,4
329,40.0,1
330,79.79999923706055,2
332,49.9900016784668,1
334,472.76000022888184,4
335,30.88999938964844,1
338,75.26000022888184,2
339,399.0,1
340,68.0,1
341,42.9900016784668,1
342,39.950000762939446,1
343,115.67999935150146,4
344,322.0,4
345,268.0099995136261,4
346,89.5999984741211,1
347,165.0,1
349,226.20999908447266,5
350,234.10000133514404,6
351,400.02999782562256,7
352,139.31999969482422,4
353,42.0,1
354,64.0,1
355,59.450000762939446,1
356,37.900001525878906,2
357,38.0,1
358,90.9900016784668,2
359,60.65000057220459,3
360,106.06000328063965,3
362,317.98000144958496,5
363,98.79000091552733,3
364,29.300000190734863,2
365,303.0,2
366,122.75,3
367,22.94000005722046,2
368,68.0,2
369,54.0,1
370,249.35000038146973,4
371,239.93999862670896,2
372,45.0,1
374,114.43999671936035,4
375,68.0,1
376,16.989999771118164,1
379,24.89999961853028,1
380,346.9699954986572,4
381,19.950000762939453,1
382,515.0,8
383,8.989999771118164,1
384,37.989999771118164,2
385,296.83000564575195,5
386,109.4900016784668,2
389,11.989999771118164,1
390,162.98000526428223,2
391,50.0,1
393,356.9300003051758,8
394,5.989999771118164,1
395,29.0,1
396,246.44000053405762,3
397,26.0,1
400,19.989999771118164,1
401,127.28999996185303,4
402,42.0,1
404,79.97999954223633,3
405,19.89999961853028,1
406,147.31999969482422,4
407,92.9900016784668,2
408,56.989999771118164,2
410,88.0,1
411,29.989999771118164,1
412,232.98999977111816,4
413,154.94000053405762,5
414,390.76000595092773,4
415,21.799999237060547,1
416,32.900001525878906,1
417,87.0,2
418,105.9200005531311,4
419,30.0,1
420,50.5,1
421,193.35000038146973,5
422,50.0,2
424,189.5,3
425,310.1699905395508,2
426,16.899999618530273,2
427,153.98999786376953,2
428,94.07000160217285,2
429,39.9900016784668,1
430,25.0,1
433,73.7400004863739,3
436,42.95000076293945,2
437,59.0,1
438,133.94000053405762,3
439,4.949999809265137,1
440,88.31999969482422,3
441,14.949999809265137,1
442,137.67000007629395,3
443,273.03000259399414,6
444,597.9499969482422,4
445,47.9900016784668,1
446,337.5,2
447,18.0,1
449,135.63999938964844,1
450,210.88999938964844,5
451,291.9800033569336,5
452,116.44000053405762,3
453,29.989999771118164,1
454,144.0,3
455,319.48999786376953,4
456,109.0,1
457,99.98999786376952,1
458,19.989999771118164,1
459,75.79000091552734,3
460,71.0,1
461,10.170000076293944,1
462,98.75,3
463,60.97999954223633,3
464,189.36999893188477,4
465,186.0,2
466,34.0,1
467,24.0,1
468,301.5699996948242,4
469,29.989999771118164,1
470,112.75,1
471,194.0399990081787,5
472,3.369999885559082,1
474,269.9900016784668,3
475,187.89999961853027,2
476,144.0099983215332,4
477,293.48999786376953,2
479,8.5,1
480,48.23000144958496,2
481,277.9499969482422,2
482,67.97999954223633,3
483,88.0,1
484,93.98999977111816,2
485,34.9900016784668,1
486,10.5,1
489,119.9000015258789,2
490,30.090000152587887,1
492,210.55999946594238,4
494,49.9900016784668,1
497,184.0,2
498,15.0,1
499,68.0,1
500,97.94999885559082,5
501,37.630001068115234,1
502,29.989999771118164,1
503,232.40999794006348,5
504,22.5,1
505,24.90999984741211,1
506,260.3599967956543,4
507,217.75000190734863,4
509,25.0,1
510,382.9400062561035,7
511,297.0,1
512,72.0,1
513,308.4800033569336,4
514,106.94999885559082,2
515,28.959999084472656,1
516,552.9900016784668,3
517,44.97999954223633,1
518,78.98999977111816,2
519,311.6499938964844,1
520,29.96999931335449,1
521,68.98000144958496,2
522,21.81999969482421,1
523,23.979999542236328,1
525,143.0,2
526,510.22999572753906,5
528,99.98999977111816,2
529,107.93999862670898,2
530,358.4800052642822,6
531,68.0,2
532,286.9700050354004,4
533,42.0,1
534,203.01999855041504,5
536,164.99000549316406,2
538,647.4300079345703,5
539,195.91999626159668,4
540,53.41999912261963,2
541,372.48000717163086,5
542,51.0,2
543,144.48999977111816,4
544,44.5,1
547,48.0,1
548,30.380000114440918,2
549,10.0,1
550,25.0,1
551,25.0,1
552,301.8799953460693,5
553,232.2800064086914,4
554,38.680000305175774,1
555,348.5800018310547,4
557,38.0,1
558,15.0,1
559,29.950000762939453,1
560,131.5,2
561,24.420000076293945,2
564,244.98999786376953,2
565,227.93000411987305,3
566,35.0,1
567,217.5,3
568,117.6999969482422,1
570,149.98999977111816,3
571,25.0,1
572,40.489999771118164,2
573,55.9900016784668,1
574,162.43000030517578,2
575,118.5,1
576,59.9900016784668,1
577,215.97999954223633,3
578,52.0,1
579,360.98999977111816,3
580,76.95999908447266,1
581,157.0,3
582,1.950000047683716,1
583,410.6000003814697,7
584,117.59999847412108,1
588,303.98999977111816,5
589,101.25,3
590,24.0,1
592,39.950000762939446,1
593,32.9900016784668,1
594,79.0,1
595,55.68000054359436,3
596,489.2999954223633,4
597,77.92000007629395,3
598,64.9900016784668,2
599,134.67000198364258,4
600,112.06000137329102,3
601,357.94000244140625,3
603,93.65000104904175,4
604,56.0,1
605,33.6899995803833,3
607,38.0,1
608,48.0,2
609,47.9900016784668,1
610,74.0,2
612,88.94000244140625,3
613,346.98999977111816,4
614,50.0,1
615,40.0,1
616,98.0,1
617,49.5,1
618,42.0,1
619,73.45000076293945,2
620,29.989999771118164,1
621,190.0,1
622,7.0,1
623,184.0,2
624,19.989999771118164,1
625,335.439998626709,6
626,208.6000061035156,1
628,91.20999908447266,2
629,25.0,1
630,123.90999603271483,2
632,74.98999977111816,3
633,145.04000568389893,2
634,8.0,1
635,22.0,1
637,72.0,1
638,220.5,3
640,415.8600044250488,4
641,88.0,1
642,40.75,2
643,56.0,1
645,19.950000762939453,1
646,46.96999931335449,2
647,319.55000162124634,6
650,124.93999862670897,2
651,59.9900016784668,1
653,203.0400047302246,4
654,973.1199989318848,5
655,21.0,1
656,228.45999908447266,4
657,39.9900016784668,1
658,12.0600004196167,1
659,589.2999863624573,4
661,229.98999977111816,3
662,74.98999977111816,2
664,468.3400001525879,7
665,34.0,1
666,16.5,1
667,25.0,1
668,89.0,1
669,903.0,1
670,124.35000133514404,7
671,49.9900016784668,1
673,24.989999771118164,1
674,85.98999977111816,2
675,169.99000549316406,1
676,160.94999694824216,2
677,26.979999542236328,1
678,326.36000061035156,4
679,12.609999656677246,1
680,256.89999771118164,3
681,6.4099998474121085,1
682,99.94999694824216,1
684,46.0,1
685,411.5,4
686,79.98999786376953,1
687,217.28999519348145,3
688,38.5,1
689,187.95000457763672,3
690,26.989999771118164,1
691,74.95000076293945,2
692,114.9900016784668,2
693,53.33000183105469,1
695,198.42000198364258,3
696,32.0,1
697,69.5,1
698,31.170000076293945,1
699,360.9499969482422,5
700,58.989999771118164,3
701,118.5,1
702,109.98999786376952,1
703,775.0,2
705,89.98999786376953,1
706,69.05000019073486,3
707,207.0,2
708,90.2299976348877,2
711,234.4099998474121,3
712,295.95000553131104,6
713,55.0,1
714,35.0,1
716,89.0,1
717,428.48999977111816,4
718,41.950000762939446,1
719,63.950000762939446,1
721,144.0,2
722,59.0,2
723,89.94999694824217,1
724,55.900001525878906,2
725,254.28999710083008,3
726,126.98000144958496,4
727,74.98999786376953,1
728,143.48999786376953,4
729,46.220001220703125,1
730,164.98999786376953,2
732,30.0,1
733,143.4900016784668,2
734,162.52000522613525,5
735,12.979999542236328,1
737,260.4799995422363,5
738,169.0,1
739,98.0,1
740,224.0,1
742,25.0,1
743,25.5,1
744,19.950000762939453,1
745,121.98999786376953,2
746,519.5799942016602,5
747,537.4900016784668,3
748,86.11999893188477,2
749,59.9900016784668,2
752,131.26000118255615,4
753,12.100000381469728,1
754,104.93000411987305,3
755,164.05999755859375,3
756,29.950000762939453,1
757,111.0,1
758,250.63000106811523,3
760,160.5300006866455,3
761,87.88999938964845,2
762,51.52000045776367,2
763,49.5,1
764,27.5,1
765,21.0,1
767,304.9000015258789,5
768,138.60000610351562,1
769,40.0,1
771,180.98999977111816,3
772,11.989999771118164,1
774,91.48999977111816,3
775,59.90999984741211,2
776,70.0,1
778,19.989999771118164,1
779,8.949999809265137,1
780,254.55000019073486,3
781,198.15999603271484,3
783,11.920000076293944,1
784,591.8199863433838,7
785,25.989999771118164,1
788,151.93000030517578,3
789,138.0,1
790,125.0,1
792,79.5,1
793,36.9900016784668,1
794,98.08000183105467,1
796,178.0,1
797,74.9900016784668,2
799,167.0,2
800,399.0,1
801,97.48999786376952,1
802,26.979999542236328,2
803,49.96999931335449,2
804,25.0,1
805,54.030001640319824,3
806,120.94999694824219,2
807,99.93999671936035,2
808,176.5,2
809,63.85000038146973,2
811,170.0,2
812,153.5,3
813,442.39999771118164,6
814,97.06000137329102,2
815,18.020000457763672,1
816,111.63000106811523,3
817,144.45000076293945,3
819,150.0,1
821,129.95999908447266,2
822,325.7299995422363,5
823,130.0,1
824,153.9099998474121,3
825,17.899999618530273,1
827,274.49000549316406,5
829,287.9799995422363,4
830,210.0,1
831,305.8800001144409,6
832,22.920000076293945,2
833,74.5,1
834,49.950000762939446,1
835,52.25,1
836,47.950000762939446,1
837,201.48999977111816,4
838,26.989999771118164,1
839,212.98999977111816,3
840,128.0,1
841,89.0,2
842,31.989999771118164,1
843,111.0,2
844,92.0,2
845,36.9900016784668,1
846,409.48999786376953,3
847,179.6199951171875,2
848,44.989999771118164,2
849,43.31999969482422,1
850,110.98999977111816,3
851,46.0,1
852,39.5,1
853,238.44999885559082,5
854,149.23999786376953,2
855,415.43999671936035,7
856,98.97999954223633,2
857,280.4900016784668,5
859,166.44000244140625,4
861,16.979999542236328,1
862,97.58999824523926,2
864,320.5999984741211,3
865,205.89999771118164,5
866,154.10000228881836,2
867,83.98999977111816,2
869,29.950000762939453,1
870,181.68999862670898,4
872,60.09000015258789,1
873,455.9799995422363,5
874,59.9900016784668,1
876,449.4800033569336,4
878,39.4099998474121,1
879,674.5500087738037,6
880,18.0,1
881,304.98000717163086,4
882,206.90999603271484,4
883,122.1400032043457,2
884,213.94000244140625,4
885,207.0,3
887,114.94999694824217,2
889,123.5,2
890,163.9900016784668,2
891,246.94999694824216,2
892,33.22999954223633,2
894,60.989999771118164,2
896,22.989999771118164,1
897,532.9400062561035,3
898,198.9800033569336,3
899,94.91000008583069,5
900,8.510000228881836,1
901,19.989999771118164,1
903,6.989999771118164,1
904,40.0,1
905,72.54000091552734,1
906,109.59000015258789,2
907,121.04999923706055,2
908,44.9900016784668,1
911,138.0,1
914,164.58999824523926,4
915,66.76000165939331,3
917,240.19999694824216,4
918,19.989999771118164,1
919,207.6500015258789,5
921,173.95000076293945,3
922,320.8900032043457,5
924,296.46999740600586,7
925,219.97999572753903,2
926,226.8799991607666,4
927,44.9900016784668,1
928,114.95000076293945,3
929,256.45000076293945,5
931,29.989999771118164,1
932,27.64999961853028,1
933,32.0,1
934,151.0,2
935,136.9900016784668,4
936,412.5,6
937,60.79999923706055,2
938,71.18999862670898,2
939,247.48999977111816,4
940,86.3499984741211,2
941,180.20000076293945,3
942,36.950000762939446,1
943,59.98000144958496,2
945,197.04999923706055,3
946,64.94999694824219,1
947,12.350000381469728,1
948,77.38000011444092,2
949,125.0,2
950,138.0,1
951,39.9900016784668,1
952,387.8000030517578,6
953,50.0,1
955,386.0999984741211,3
956,29.950000762939453,1
957,338.8499975204468,4
958,140.46000385284424,5
959,161.74000549316406,1
962,168.20999908447266,5
963,29.690000534057617,1
964,25.0,1
965,23.950000762939453,1
966,52.0,1
967,99.98999786376952,1
969,109.93000221252441,3
971,50.59000110626221,2
972,29.989999771118164,1
974,71.7400016784668,2
975,71.96000099182129,2
976,66.0,2
977,25.96999931335449,1
979,159.0,1
980,24.5,1
984,89.97999954223633,2
985,210.0,1
986,122.92999935150146,5
988,34.0,1
989,49.79999923706056,2
990,59.4900016784668,1
992,105.55999755859376,1
993,89.5,1
994,326.3000030517578,2
995,341.5,4
996,58.95000076293945,2
997,134.94999980926514,3
998,98.0,2
999,168.98999977111816,4
1000,15.0,1
1002,260.52000522613525,5
1003,89.5999984741211,2
1004,369.38999938964844,8
1005,83.94999980926514,2
1006,98.93999862670898,2
1007,88.0,1
1008,129.55000114440918,3
1009,312.57999420166016,5
1010,188.7100009918213,4
1011,58.0,1
1012,418.93999791145325,9
1013,272.67000007629395,4
1014,19.989999771118164,1
1016,198.86999893188477,4
1017,79.5,1
1018,125.69999694824219,2
1019,52.38000202178955,2
1021,98.5,1
1022,29.950000762939453,1
1023,42.5,1
1024,11.989999771118164,1
1025,53.96000099182129,2
1026,30.0,1
1027,185.80999755859375,2
1028,19.989999771118164,1
1030,570.3800029754639,8
1031,132.97999954223633,2
1032,10.880000114440918,1
1033,57.30000019073486,2
1035,54.0,1
1036,193.89999961853027,3
1037,487.86999702453613,6
1038,155.0,1
1041,64.70000171661377,3
1042,189.0,1
1043,257.25,3
1044,273.939998626709,4
1045,67.89999961853027,3
1046,13.989999771118164,1
1047,159.9499969482422,1
1048,54.930000305175774,1
1050,685.9099979400635,7
1051,59.950000762939446,1
1052,108.0,1
1054,143.0,1
1055,10.0,1
1056,100.0,2
1058,40.989999771118164,2
1062,198.0,1
1063,201.95000076293945,3
1064,216.17000198364258,4
1065,74.5,2
1066,24.989999771118164,1
1067,99.98999786376952,1
1069,233.95000076293945,2
1070,47.9900016784668,1
1071,135.9000015258789,2
1072,23.0,1
1073,148.5,2
1074,19.989999771118164,1
1075,28.0,1
1076,57.7400016784668,2
1077,75.0,1
1078,39.21999931335449,2
1079,212.91999816894528,4
1080,151.3900022506714,4
1083,97.94999694824216,1
1084,124.0,3
1085,94.5,2
1086,353.989990234375,3
1088,497.8699951171875,6
1089,190.73000144958496,6
1090,68.94999694824219,1
1096,474.0800094604492,3
1097,27.989999771118164,1
1098,516.7100009918213,5
1099,59.950000762939446,1
1100,6.849999904632568,1
1101,124.36000061035156,5
1103,38.19999980926514,2
1104,47.989999771118164,3
1105,125.0,1
1106,247.55000066757202,4
1107,86.94000244140625,2
1109,267.92000102996826,4
1110,421.439998626709,8
1111,139.99000549316406,1
1112,114.38999938964844,4
1113,34.41999816894531,1
1114,55.0,2
1115,25.0,1
1118,302.66999912261963,6
1119,34.0,2
1121,26.979999542236328,1
1122,71.51000022888184,2
1123,331.98000717163086,4
1124,45.0,1
1125,57.98000144958496,2
1126,137.98000144958496,4
1127,134.92000579833984,3
1129,385.4200019836426,4
1130,76.58999824523926,2
1131,89.94999694824217,1
1132,347.93999671936035,4
1134,22.280000686645508,1
1135,52.27999877929688,1
1136,147.94000148773193,3
1137,79.5,1
1138,16.5,1
1139,28.959999084472656,1
1140,527.8500022888184,9
1141,52.950000762939446,1
1142,25.989999771118164,1
1143,26.989999771118164,1
1144,90.5,3
1145,125.0,1
1146,47.9900016784668,1
1147,59.9900016784668,1
1148,99.09000015258789,3
1149,80.0,1
1150,26.950000762939453,1
1151,333.87000370025635,7
1152,66.35000228881836,2
1153,73.33999824523926,2
1154,146.64999866485596,4
1156,314.9400119781494,2
1157,25.0,1
1158,109.94999694824217,2
1160,60.0,1
1161,30.450000762939453,1
1162,165.0,1
1163,499.279993057251,7
1164,21.979999542236328,1
1165,34.97999954223633,1
1166,451.1500015258789,6
1167,86.93000030517578,2
1168,16.950000762939453,1
1169,74.0,2
1170,308.8400077819824,2
1171,76.35999965667725,3
1172,278.3199996948242,4
1174,141.19000053405762,4
1175,423.6800117492676,4
1176,284.11999893188477,4
1179,98.0,1
1180,52.97999954223633,2
1182,119.97000122070312,4
1183,99.9900016784668,2
1184,84.97999954223633,2
1186,233.3499984741211,4
1187,26.0,1
1188,25.0,1
1190,16.989999771118164,1
1193,182.9900016784668,2
1195,588.9799976348877,7
1196,24.5,1
1197,119.0,1
1199,188.97000122070312,2
1200,112.97000122070312,2
1202,43.0,1
1203,40.0,1
1204,128.98000144958496,4
1205,30.0,1
1206,75.0,1
1207,42.989999771118164,2
1208,94.93999671936034,2
1209,231.43000411987305,5
1210,29.979999542236328,1
1211,15.0,1
1212,224.11000442504883,3
1213,348.0,1
1214,109.9799976348877,2
1215,48.29999923706056,1
1216,68.46999931335449,2
1217,77.36000061035156,2
1218,129.99000549316406,1
1219,19.5,1
1221,38.0,1
1222,361.9200003147125,4
1224,215.44999885559082,3
1225,150.0,1
1226,142.9900016784668,2
1227,25.0,1
1228,69.20000076293945,2
1229,19.5,1
1230,19.989999771118164,1
1231,199.0,1
1232,29.950000762939453,1
1233,65.0,1
1235,103.9000015258789,2
1236,158.85000038146973,5
1238,29.989999771118164,1
1239,137.94000148773193,4
1240,49.63999938964844,2
1241,8.600000381469727,1
1243,89.44999694824217,1
1244,34.95000076293945,1
1245,100.0,1
1246,25.0,1
1247,49.689998626708984,3
1248,115.0,1
1251,287.98000717163086,4
1252,54.0,1
1253,64.98999786376953,1
1254,96.91999816894533,1
1255,42.0,1
1256,74.0,1
1257,8.039999961853027,1
1260,69.0,1
1262,30.950000762939453,1
1263,207.8400001525879,2
1266,187.66000366210938,3
1267,34.97999954223633,1
1268,85.0,1
1269,347.9800033569336,7
1270,370.3799991607666,6
1271,260.44000244140625,5
1272,240.0,3
1273,56.74000072479248,3
1274,217.82000350952148,5
1275,100.0,1
1276,275.51000022888184,7
1277,52.950000762939446,1
1278,13.989999771118164,1
1280,181.97999954223633,4
1281,35.0,1
1282,141.33999824523926,3
1283,45.9900016784668,1
1284,351.6000003814697,8
1285,127.9900016784668,3
1286,50.0,1
1288,281.41000747680664,5
1290,17.989999771118164,1
1294,38.61000061035156,1
1295,34.8799991607666,2
1296,78.0,1
1298,52.0,1
1301,44.9900016784668,1
1303,368.5,3
1304,79.88000106811523,2
1305,16.3799991607666,1
1306,40.989999771118164,2
1307,59.989999771118164,2
1308,26.989999771118164,1
1309,140.4799997806549,5
1310,112.0,2
1312,275.28000259399414,5
1313,21.600000381469727,1
1315,59.5,1
1316,100.0,1
1317,203.0,2
1318,60.0,1
1319,32.619998931884766,1
1320,246.95000076293945,3
1321,47.55999946594238,2
1322,79.98999786376953,1
1324,91.98999786376953,2
1325,133.03999710083008,3
1326,40.0,1
1327,23.950000047683716,2
1328,27.739999771118164,1
1330,42.9900016784668,1
1332,29.950000762939453,1
1334,304.4699954986572,6
1335,24.969999313354492,2
1336,202.07999515533447,3
1338,144.89000129699707,5
1339,29.40999984741211,1
1341,60.0,1
1343,69.98000144958496,2
1344,29.989999771118164,1
1345,135.96000289916992,2
1346,156.47999954223633,3
1347,79.0,1
1348,26.81999969482421,2
1349,88.0,1
1350,125.35000228881836,3
1351,133.5,2
1352,175.04999923706055,2
1354,196.0,2
1355,104.5,2
1356,278.9499969482422,2
1357,194.93999862670898,2
1358,159.48999977111816,4
1359,450.4699993133545,5
1362,25.0,1
1363,112.1200008392334,2
1364,75.0,2
1365,121.39000129699707,3
1366,55.950000762939446,2
1367,225.52000427246094,2
1369,42.0,1
1370,80.0,1
1372,16.950000762939453,1
1374,355.67999362945557,6
1375,6.989999771118164,1
1376,88.0,2
1377,38.9900016784668,1
1378,28.719999313354492,2
1379,35.27000045776367,1
1381,58.970001220703125,1
1382,34.5,1
1383,24.950000762939453,1
1385,57.950000762939446,1
1386,146.0300006866455,4
1387,49.5,1
1388,111.77999877929688,2
1390,39.950000762939446,1
1391,46.95000076293945,2
1392,168.0,1
1393,90.98999786376952,1
1394,91.44999694824216,1
1395,32.0,1
1396,59.5,1
1397,141.97999954223633,2
1398,54.5,1
1400,82.0,1
1401,64.0,1
1403,88.0,1
1404,39.989999771118164,2
1405,395.77999687194824,7
1406,84.31000232696533,4
1407,11.989999771118164,1
1409,36.0,1
1410,16.989999771118164,1
1411,106.63000106811523,2
1412,29.989999771118164,1
1413,267.48999977111816,4
1414,82.6500015258789,2
1415,52.61000061035156,1
1417,43.95000076293945,2
1418,58.0,1
1419,25.0,1
1420,11.989999771118164,1
1421,416.4500045776367,7
1422,44.0,1
1425,82.98999786376953,2
1426,91.93999671936034,2
1428,25.0,1
1431,97.9399995803833,3
1433,200.0,1
1436,99.98999786376952,1
1438,15.300000190734863,1
1439,94.0,1
1441,128.9000015258789,3
1442,174.52000045776367,4
1443,79.98999786376953,1
1444,357.0,4
1445,96.5,2
1446,34.9900016784668,1
1447,166.61999988555908,6
1448,67.95000076293945,2
1449,158.0,1
1450,35.9900016784668,1
1451,174.60000228881836,3
1452,79.26000022888184,3
1453,59.9900016784668,1
1454,358.1799945831299,5
1455,59.5,1
1457,178.0,4
1460,313.4499969482422,5
1462,345.93999671936035,4
1463,145.5,2
1464,95.98999977111816,3
1465,91.35999870300293,4
1466,137.0,2
1468,59.97999954223633,1
1469,68.0,1
1471,83.68000221252441,3
1472,63.9900016784668,1
1473,151.77999877929688,5
1474,91.73999977111816,5
1475,59.93999862670898,1
1476,108.97000122070312,3
1477,71.98999786376953,1
1478,128.51000213623047,2
1479,189.75,2
1481,94.98999786376952,1
1482,127.59999847412108,1
1483,25.0,1
1485,152.3400001525879,3
1488,362.07999992370605,5
1490,27.989999771118164,1
1491,29.5,1
1492,281.4000053405762,4
1496,90.3700008392334,3
1497,106.48999786376953,2
1498,108.98999786376953,2
1499,52.79999923706056,1
1501,49.9900016784668,1
1502,69.5,1
1503,188.98999977111816,3
1504,46.0,1
1506,78.9900016784668,2
1507,54.5,1
1509,74.0,1
1510,32.9900016784668,1
1511,369.8199996948242,5
1512,27.950000762939453,1
1514,297.19000148773193,5
1515,88.94000053405762,4
1516,141.25,4
1517,158.0,1
1518,65.98999977111816,2
1519,39.5,1
1520,65.0,1
1521,110.97000122070312,2
1522,14.989999771118164,1
1524,174.47999954223633,3
1525,59.5,1
1526,61.27000045776367,2
1527,80.0,1
1528,61.0,2
1529,29.869999885559082,2
1530,139.4900016784668,3
1532,15.0,1
1533,232.96999549865723,6
1534,178.42000007629395,4
1540,39.9900016784668,1
1541,45.0,1
1542,371.6599922180176,6
1543,148.9799976348877,3
1544,441.44000244140625,5
1545,149.96999645233154,4
1546,109.98999786376952,1
1547,67.09000015258789,2
1548,46.89999961853028,2
1550,56.73000144958496,2
1551,36.5,1
1552,24.989999771118164,1
1553,36.0,1
1554,58.829999923706055,2
1555,7.179999828338623,1
1557,49.79999923706056,1
1558,44.0,1
